0.11105	0.06190	-2.42495
0.10371	0.06094	-2.51674
0.09686	0.06000	-2.61296
0.09049	0.05906	-2.71563
0.08455	0.05814	-2.82721
0.07902	0.05723	-2.94386
0.07386	0.05634	-3.06746
0.06904	0.05546	-3.20549
0.06453	0.05458	-3.35181
0.06029	0.05372	-3.51357
0.05632	0.05286	-3.70129
0.05257	0.05199	-3.89512
0.04905	0.05110	-4.08957
0.04571	0.05020	-4.27826
0.04255	0.04928	-4.45978
0.03956	0.04834	-4.64675
0.03671	0.04738	-4.84862
0.03400	0.04640	-5.07192
0.03142	0.04541	-5.32208
0.02896	0.04438	-5.56753
0.02662	0.04334	-5.90406
0.02439	0.04225	-6.26740
0.02227	0.04111	-6.63284
0.02028	0.03991	-6.95653
0.01841	0.03863	-7.12976
0.01666	0.03728	-7.13305
0.01503	0.03585	-7.01337
0.01351	0.03436	-6.80604
0.01210	0.03282	-6.56828
0.01079	0.03124	-6.32931
0.00956	0.02963	-6.08665
0.00843	0.02799	-5.82104
0.00738	0.02633	-5.54785
0.00641	0.02464	-5.27155
0.00552	0.02295	-5.00513
0.00470	0.02124	-4.75174
0.00396	0.01952	-4.50260
0.00329	0.01779	-4.25503
0.00270	0.01606	-3.97047
0.00217	0.01433	-3.67932
0.00171	0.01260	-3.40655
0.00131	0.01088	-3.16644
0.00096	0.00916	-2.95632
0.00066	0.00746	-2.76359
0.00041	0.00577	-2.58732
0.00021	0.00409	-2.41661
0.00007	0.00243	-2.25657
-0.00001	0.00078	-2.09529
-0.00003	-0.00085	-1.94214
0.00000	-0.00247	-1.79283
0.00011	-0.00410	-1.62840
0.00030	-0.00573	-1.44626
0.00056	-0.00736	-1.24231
0.00091	-0.00898	-1.05331
0.00134	-0.01061	-0.87473
0.00187	-0.01221	-0.67536
0.00251	-0.01380	-0.45718
0.00325	-0.01536	-0.25019
0.00409	-0.01690	-0.06014
0.00503	-0.01841	0.11864
0.00608	-0.01987	0.28332
0.00722	-0.02131	0.42748
0.00846	-0.02270	0.55061
0.00980	-0.02405	0.65565
0.01124	-0.02535	0.74652
0.01278	-0.02661	0.81984
0.01441	-0.02782	0.87752
0.01613	-0.02900	0.92092
0.01794	-0.03015	0.95223
0.01986	-0.03125	0.97521
0.02186	-0.03232	0.98972
0.02396	-0.03338	0.99742
0.02617	-0.03441	0.99999
0.02848	-0.03541	0.99819
0.03091	-0.03639	0.99289
0.03347	-0.03735	0.98487
0.03615	-0.03831	0.97467
0.03896	-0.03926	0.96248
0.04192	-0.04022	0.94838
0.04503	-0.04116	0.93317
0.04832	-0.04208	0.91734
0.05180	-0.04300	0.90107
0.05549	-0.04392	0.88391
0.05939	-0.04485	0.86606
0.06354	-0.04578	0.84758
0.06796	-0.04672	0.82887
0.07266	-0.04766	0.80993
0.07768	-0.04861	0.79019
0.08305	-0.04958	0.77010
0.08880	-0.05054	0.75111
0.09495	-0.05151	0.73048
0.10154	-0.05250	0.70996
0.10860	-0.05348	0.69029
0.11615	-0.05447	0.66939
0.12418	-0.05546	0.64804
0.13272	-0.05644	0.62688
0.14174	-0.05739	0.60606
0.15125	-0.05831	0.58587
0.16120	-0.05918	0.56635
0.17158	-0.06000	0.54726
0.18233	-0.06077	0.52849
0.19339	-0.06147	0.50971
0.20472	-0.06209	0.49230
0.21629	-0.06262	0.47701
0.22807	-0.06307	0.46203
0.23997	-0.06344	0.44586
0.25197	-0.06372	0.43130
0.26404	-0.06389	0.41905
0.27615	-0.06397	0.40710
0.28828	-0.06396	0.39470
0.30037	-0.06385	0.38299
0.31240	-0.06365	0.37208
0.32434	-0.06334	0.36173
0.33619	-0.06293	0.35200
0.34793	-0.06241	0.34304
0.35955	-0.06177	0.33504
0.37107	-0.06101	0.32870
0.38251	-0.06011	0.32449
0.39391	-0.05907	0.32269
0.40529	-0.05788	0.32386
0.41671	-0.05653	0.32764
0.42821	-0.05503	0.33416
0.43982	-0.05339	0.34224
0.45153	-0.05162	0.35074
0.46334	-0.04973	0.35907
0.47519	-0.04774	0.36670
0.48705	-0.04566	0.37460
0.49889	-0.04349	0.38382
0.51067	-0.04123	0.39338
0.52233	-0.03892	0.40115
0.53379	-0.03657	0.40776
0.54501	-0.03417	0.41303
0.55597	-0.03170	0.41987
0.56670	-0.02910	0.43354
0.57728	-0.02637	0.45070
0.58772	-0.02355	0.46710
0.59801	-0.02064	0.48416
0.60815	-0.01760	0.50626
0.61818	-0.01445	0.53223
0.62806	-0.01125	0.55682
0.63772	-0.00806	0.58094
0.64705	-0.00493	0.60663
0.65596	-0.00194	0.63059
0.66443	0.00081	0.64776
0.67245	0.00333	0.66274
0.68002	0.00564	0.68178
0.68729	0.00766	0.68988
0.69433	0.00938	0.69133
0.70122	0.01081	0.68120
0.70798	0.01202	0.66345
0.71464	0.01303	0.64104
0.72120	0.01385	0.60983
0.72768	0.01446	0.56470
0.73409	0.01487	0.50458
0.74047	0.01506	0.42666
0.74682	0.01506	0.33730
0.75315	0.01488	0.24250
0.75948	0.01449	0.12218
0.76582	0.01398	0.03291
0.77215	0.01321	-0.11196
0.77861	0.01219	-0.41681
0.78313	0.01171	0.99627
